Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used
2023/1/24,RH-19495,40,Male,Pants,Clothing,29,Yunnan,M,Pink,Winter,2.9,No,No,No
2023/4/15,VM-21685,25,Male,Sunglasses,Accessories,92,Jiangsu,S,Lavender,Spring,3.7,No,No,No
2023/10/17,VM-21685,59,Male,Jeans,Clothing,33,Jiangsu,L,Brown,Fall,4.7,No,No,No
2023/5/18,VM-21685,66,Male,Pants,Clothing,52,Anhui,L,Turquoise,Spring,3.5,No,No,No
2023/7/1,CC-12670,54,Male,Jewelry,Accessories,42,Shanghai,S,Olive,Summer,2.7,No,No,No
2023/4/19,SV-20365,42,Male,Hoodie,Clothing,36,Beijing,M,White,Spring,5,No,No,No
2023/7/16,SV-20365,48,Male,Sandals,Footwear,67,Zhejiang,L,Violet,Summer,4.1,No,No,No
2023/12/26,LW-16990,34,Male,Jacket,Outerwear,43,Zhejiang,L,Gold,Winter,2.7,No,No,No
2023/3/30,LW-16990,19,Male,Blouse,Clothing,68,Shanxi,XL,Violet,Spring,4.8,No,No,No
2023/7/1,NP-18685,70,Male,Jewelry,Accessories,60,Ningxia,S,Teal,Summer,4.3,No,No,No
2023/12/30,JE-15715,43,Male,Socks,Clothing,53,Shanxi,M,Olive,Winter,4.5,No,No,No
2023/9/18,JE-15715,46,Male,Jeans,Clothing,23,Guangdong,L,Blue,Fall,3.8,No,No,No
2023/2/1,JE-15715,66,Male,Gloves,Accessories,57,Gansu,L,Magenta,Winter,3.7,No,No,No
2023/10/29,JE-15715,50,Male,Hat,Accessories,89,Guizhou,L,Gray,Fall,3.9,No,No,No
2023/6/6,CP-12085,55,Male,Shoes,Footwear,99,Jiangsu,XL,Peach,Summer,3.3,No,No,No
2023/6/28,CP-12085,63,Male,Pants,Clothing,28,Hebei,M,Cyan,Summer,3.4,No,No,No
2023/10/3,CP-12085,32,Male,Socks,Clothing,53,Beijing,L,Violet,Fall,3.8,No,No,No
2023/4/3,EA-14035,30,Male,Hoodie,Clothing,45,Heilongjiang,M,Gold,Spring,2.7,No,No,No
2023/12/14,EA-14035,35,Male,Hoodie,Clothing,38,Jiangxi,M,Gold,Winter,2.9,No,No,No
2023/8/16,AC-10615,59,Male,Pants,Clothing,49,Henan,M,White,Summer,4.5,No,No,No
2023/9/23,AC-10615,59,Male,Shirt,Clothing,32,Henan,M,Gray,Fall,2.6,No,No,No
2023/2/18,AC-10615,54,Male,T-shirt,Clothing,37,Zhejiang,L,Brown,Winter,3.1,No,No,No
2023/5/14,AC-10615,63,Male,Dress,Clothing,80,Hubei,L,Gray,Spring,4.7,No,No,No
2023/6/12,AC-10615,43,Male,Backpack,Accessories,78,Qinghai,L,Blue,Summer,4.6,No,No,No
2023/12/27,AC-10615,33,Male,Gloves,Accessories,53,Hunan,L,Gold,Winter,2.7,No,No,No
2023/6/22,AC-10615,57,Male,Shoes,Footwear,82,Anhui,L,Yellow,Summer,4.6,No,No,No
2023/9/5,AC-10615,25,Male,Skirt,Clothing,33,Anhui,XL,Green,Fall,4.8,No,No,No
2023/5/27,AC-10615,26,Male,Gloves,Accessories,77,Hainan,M,Pink,Spring,4.2,No,No,No
2023/2/25,AC-10615,50,Male,Hoodie,Clothing,56,Zhejiang,M,Pink,Winter,4.9,No,No,No
2023/3/10,AC-10615,70,Male,Socks,Clothing,37,Shanxi,M,Pink,Spring,4.9,No,No,No
2023/4/9,AC-10615,68,Male,Gloves,Accessories,54,Shaanxi,M,Cyan,Spring,4.5,No,No,No
2023/4/5,RW-19690,39,Male,Shorts,Clothing,67,Chongqing,M,Gray,Spring,2.7,No,No,No
2023/11/15,RW-19690,46,Male,Shoes,Footwear,90,Henan,M,White,Fall,3.1,No,No,No
2023/11/11,RW-19690,57,Male,Jeans,Clothing,72,Hebei,L,Red,Fall,3.3,No,No,No
2023/9/20,RW-19690,47,Male,Boots,Footwear,59,Hunan,L,Black,Fall,2.6,No,No,No
2023/12/21,RW-19690,40,Male,Hat,Accessories,45,Shanghai,M,Silver,Winter,4.4,No,No,No
2023/3/27,RW-19690,52,Male,Shorts,Clothing,30,Hainan,L,Pink,Spring,3.9,No,No,No
2023/10/6,RW-19690,40,Male,Pants,Clothing,51,Jiangsu,S,Cyan,Fall,4.6,No,No,No
2023/8/10,RW-19690,67,Male,Sweater,Clothing,90,Jiangxi,M,White,Summer,4.9,No,No,No
2023/6/30,DB-13210,67,Male,Jacket,Outerwear,95,Shandong,XL,Purple,Summer,3.7,No,No,No
2023/3/5,DB-13210,37,Male,Dress,Clothing,81,Fujian,L,Yellow,Spring,3.7,No,No,No
2023/10/25,DB-13210,67,Male,Shirt,Clothing,70,Qinghai,S,Blue,Fall,4.2,No,No,No
2023/9/8,BD-11320,64,Male,Dress,Clothing,32,Tianjin,S,Cyan,Fall,3.5,No,No,No
2023/12/15,ML-17755,28,Male,Belt,Accessories,94,Sichuan,M,Indigo,Winter,2.9,No,No,No
2023/9/23,ML-17755,54,Male,Hat,Accessories,29,Hunan,XL,Indigo,Fall,3.4,No,No,No
2023/8/28,JD-16015,54,Male,Backpack,Accessories,31,Hubei,M,Silver,Summer,3.3,No,No,No
2023/12/3,JD-16015,24,Male,Skirt,Clothing,20,Guangdong,XL,Red,Winter,4.5,No,No,No
2023/9/15,JD-16015,27,Male,Gloves,Accessories,44,Anhui,M,Peach,Fall,4.6,No,No,No
2023/6/9,AS-10225,53,Male,Jacket,Outerwear,77,Guangdong,L,Turquoise,Summer,2.9,No,No,No
2023/9/10,AS-10225,32,Male,Handbag,Accessories,51,Henan,M,Pink,Fall,3.2,No,No,No
2023/8/9,AS-10225,24,Male,Sandals,Footwear,49,Beijing,M,Teal,Summer,2.6,No,No,No
2023/11/4,AA-10375,45,Male,Sunglasses,Accessories,78,Sichuan,L,Magenta,Fall,3.8,No,No,No
2023/10/1,KT-16465,49,Male,Jeans,Clothing,98,Beijing,L,Blue,Fall,2.8,No,No,No
2023/4/11,KT-16465,51,Male,Sandals,Footwear,94,Shanxi,M,Green,Spring,4.4,No,No,No
2023/9/19,MM-18280,69,Male,Shoes,Footwear,91,Liaoning,L,Violet,Fall,4.7,No,No,No
2023/5/11,NG-18430,41,Male,Sunglasses,Accessories,77,Liaoning,M,Turquoise,Spring,2.7,No,No,No
2023/5/29,LW-16825,59,Male,Scarf,Accessories,97,Shanxi,M,Pink,Spring,2.6,No,No,No
2023/12/10,LW-16825,26,Male,Skirt,Clothing,58,Zhejiang,M,Black,Winter,3.4,No,No,No
2023/11/16,LW-16825,23,Male,Gloves,Accessories,97,Chongqing,M,Gold,Fall,3.9,No,No,No
2023/12/17,CB-12415,62,Male,Coat,Outerwear,48,Hubei,L,Green,Winter,3.4,No,No,No
2023/12/13,AS-10090,69,Male,Belt,Accessories,23,Henan,XL,White,Winter,3.4,No,No,No
2023/4/26,AS-10090,46,Male,Pants,Clothing,79,Jiangsu,M,Gold,Spring,3.9,No,No,No
2023/9/22,AS-10090,35,Male,Jewelry,Accessories,42,Beijing,S,Charcoal,Fall,4,No,No,No
2023/4/1,AS-10090,32,Male,Backpack,Accessories,95,Guangdong,L,White,Spring,3.4,No,No,No
2023/8/7,CB-12415,46,Male,Sneakers,Footwear,29,Shaanxi,M,Brown,Summer,3.7,No,No,No
2023/9/23,ML-17755,33,Male,Hoodie,Clothing,98,Shaanxi,L,Gold,Fall,4.9,No,No,No
2023/4/15,ML-17755,32,Male,Blouse,Clothing,96,Sichuan,S,Purple,Spring,5,No,No,No
2023/3/31,ML-17755,33,Male,Sunglasses,Accessories,66,Zhejiang,M,Brown,Spring,2.9,No,No,No
2023/8/8,JS-16030,67,Male,Boots,Footwear,80,Shaanxi,S,Teal,Summer,3,No,No,No
2023/8/16,JS-16030,67,Male,Sneakers,Footwear,27,Jilin,L,Indigo,Summer,3.3,No,No,No
2023/11/3,ND-18460,42,Male,Backpack,Accessories,25,Beijing,M,Purple,Fall,4.7,No,No,No
2023/7/12,ND-18460,20,Male,Pants,Clothing,45,Tianjin,M,Orange,Summer,3.4,No,No,No
2023/4/19,ND-18460,39,Male,Socks,Clothing,89,Henan,L,Indigo,Spring,4.6,No,No,No
2023/11/24,LW-17215,26,Male,Belt,Accessories,27,Hunan,M,Lavender,Fall,3.6,No,No,No
2023/11/21,LW-17215,51,Male,Sunglasses,Accessories,90,Chongqing,S,Purple,Fall,2.6,No,No,No
2023/10/17,JW-15955,31,Male,Shirt,Clothing,65,Sichuan,M,Red,Fall,2.7,No,No,No
2023/2/19,JW-15955,68,Male,Sneakers,Footwear,72,Shandong,S,Blue,Winter,3.1,No,No,No
2023/10/9,SC-20050,44,Male,Shoes,Footwear,70,Guangdong,L,Blue,Fall,3.2,No,No,No
2023/1/1,RW-19630,18,Male,Sandals,Footwear,82,InnerMongolia,M,Cyan,Winter,3.4,No,No,No
2023/8/15,RW-19630,58,Male,Scarf,Accessories,97,Heilongjiang,S,Pink,Summer,4.4,No,No,No
2023/7/11,CM-12190,26,Male,Shirt,Clothing,25,Chongqing,M,Silver,Summer,3.2,No,No,No
2023/7/30,JF-15190,57,Male,Skirt,Clothing,48,Shaanxi,M,Gray,Summer,2.5,No,No,No
2023/2/23,JF-15190,37,Male,Boots,Footwear,99,Chongqing,M,Indigo,Winter,3.8,No,No,No
2023/6/7,JF-15190,24,Male,Sweater,Clothing,21,Tianjin,M,Maroon,Summer,4.4,No,No,No
2023/5/27,SC-20800,57,Male,Sandals,Footwear,94,Guangdong,M,Beige,Spring,3.7,No,No,No
2023/6/17,SC-20800,48,Male,Jeans,Clothing,53,Qinghai,L,Green,Summer,3.2,No,No,No
2023/11/17,AM-10705,39,Male,Backpack,Accessories,70,Guangdong,M,Peach,Fall,4.9,No,No,No
2023/12/3,AM-10705,51,Male,Skirt,Clothing,26,Yunnan,L,Black,Winter,3.9,No,No,No
2023/5/27,AM-10705,57,Male,Belt,Accessories,82,Ningxia,S,Pink,Spring,4.5,No,No,No
2023/11/4,BK-11260,53,Male,Shoes,Footwear,47,Henan,S,Violet,Fall,3.4,No,No,No
2023/10/28,BK-11260,70,Male,Socks,Clothing,32,Sichuan,S,Green,Fall,4.1,No,No,No
2023/6/3,BK-11260,60,Male,Backpack,Accessories,97,Sichuan,S,Gold,Summer,4.5,No,No,No
2023/9/1,BK-11260,31,Male,Shirt,Clothing,68,Henan,S,Red,Fall,4.7,No,No,No
2023/10/15,RH-19510,41,Male,Sweater,Clothing,23,Fujian,M,Beige,Fall,4.8,No,No,No
2023/5/27,RH-19510,62,Male,Handbag,Accessories,33,Shanxi,M,Green,Spring,4.4,No,No,No
2023/9/20,RH-19510,59,Male,Jewelry,Accessories,38,Hubei,S,Black,Fall,4,No,No,No
2023/7/6,RH-19510,46,Male,Socks,Clothing,68,Sichuan,S,Teal,Summer,4.1,No,No,No
2023/3/1,GM-14500,62,Male,Socks,Clothing,23,Shandong,L,Silver,Spring,3.7,No,No,No
2023/9/11,MC-17275,42,Male,Shirt,Clothing,29,Hebei,M,Turquoise,Fall,3,No,No,No
2023/3/18,VM-21685,37,Male,Scarf,Accessories,35,Zhejiang,M,Orange,Spring,3.6,No,No,No
2023/5/22,VM-21685,50,Male,Shoes,Footwear,73,Hubei,S,Gold,Spring,4.8,No,No,No
2023/12/27,GP-14740,29,Male,Shoes,Footwear,84,Guangdong,XL,Purple,Winter,3.7,No,No,No
2023/10/20,GP-14740,25,Male,Scarf,Accessories,23,Sichuan,M,Pink,Fall,4.6,No,No,No
2023/6/22,GP-14740,66,Male,Sunglasses,Accessories,67,Hunan,S,Green,Summer,2.8,No,No,No
2023/11/9,GP-14740,21,Male,Socks,Clothing,51,Henan,L,Charcoal,Fall,4,No,No,No
2023/9/2,GB-14530,46,Male,Blouse,Clothing,36,Guizhou,M,Maroon,Fall,4.2,No,No,No
2023/11/6,GB-14530,57,Male,Jeans,Clothing,55,Henan,L,Olive,Fall,3.6,No,No,No
2023/2/1,CT-11995,61,Male,Shorts,Clothing,30,Guangxi,M,Peach,Winter,2.9,No,No,No
2023/4/25,CT-11995,53,Male,T-shirt,Clothing,70,Hebei,S,Yellow,Spring,4.1,No,No,No
2023/10/15,CW-11905,37,Male,Blouse,Clothing,63,Henan,S,Lavender,Fall,3.1,No,No,No
2023/1/12,CW-11905,39,Male,Belt,Accessories,87,Guangdong,S,Green,Winter,4.3,No,No,No
2023/12/18,SN-20560,53,Male,Blouse,Clothing,70,Guangxi,L,Orange,Winter,4.4,No,No,No
2023/6/4,SN-20560,35,Male,T-shirt,Clothing,51,Jiangsu,M,Olive,Summer,3.1,No,No,No
2023/8/26,SN-20560,69,Male,Jewelry,Accessories,25,Heilongjiang,XL,Gray,Summer,2.9,No,No,No
2023/1/28,SN-20560,66,Male,Jacket,Outerwear,32,Shandong,S,Lavender,Winter,3.2,No,No,No
2023/7/9,EB-13705,19,Male,Shoes,Footwear,52,Zhejiang,M,Red,Summer,4,No,No,No
2023/4/9,JW-15220,47,Male,Gloves,Accessories,33,Jiangsu,M,Charcoal,Spring,2.7,No,No,No
2023/9/14,KB-16585,49,Male,Jeans,Clothing,68,Gansu,L,Orange,Fall,3,No,No,No
2023/7/28,MC-17590,31,Male,Jewelry,Accessories,20,Zhejiang,M,Red,Summer,4.4,No,No,No
2023/6/15,MC-17590,39,Male,Pants,Clothing,32,Zhejiang,M,Maroon,Summer,2.8,No,No,No
2023/1/28,MC-17590,58,Male,Jewelry,Accessories,82,Gansu,M,Silver,Winter,3.1,No,No,No
2023/9/28,CK-12595,45,Male,Sneakers,Footwear,64,Chongqing,XL,Pink,Fall,3.9,No,No,No
2023/8/5,CK-12595,68,Male,Boots,Footwear,24,Hubei,L,Blue,Summer,2.7,No,No,No
2023/11/15,CK-12595,35,Male,Hat,Accessories,96,Fujian,M,Teal,Fall,3.4,No,No,No
2023/1/24,CK-12595,65,Male,T-shirt,Clothing,94,Hainan,L,Black,Winter,3.8,No,No,No
2023/1/8,CK-12595,45,Male,Backpack,Accessories,48,Hunan,M,Gray,Winter,3.7,No,No,No
2023/7/18,CK-12595,19,Male,Sunglasses,Accessories,60,Guangxi,S,Purple,Summer,4.5,No,No,No
2023/10/2,RD-19480,65,Male,Sweater,Clothing,56,Jiangsu,XL,Gold,Fall,2.9,No,No,No
2023/11/21,TP-21130,28,Male,Handbag,Accessories,33,Henan,M,Silver,Fall,3.4,No,No,No
2023/5/17,TP-21130,55,Male,Backpack,Accessories,46,Yunnan,L,Blue,Spring,4.4,No,No,No
2023/10/13,TP-21130,66,Male,Socks,Clothing,37,Jiangsu,L,Yellow,Fall,4.2,No,No,No
2023/5/9,TP-21130,29,Male,Shirt,Clothing,98,Liaoning,M,Brown,Spring,3.3,No,No,No
2023/3/9,GG-14650,56,Male,Shorts,Clothing,50,Guangxi,XL,Beige,Spring,3.7,No,No,No
2023/2/23,GG-14650,21,Male,Belt,Accessories,63,Zhejiang,M,Blue,Winter,3.2,No,No,No
2023/3/31,GG-14650,32,Male,Sweater,Clothing,70,Jiangsu,S,Magenta,Spring,2.6,No,No,No
2023/5/21,GG-14650,54,Male,Coat,Outerwear,63,Shaanxi,L,Silver,Spring,2.8,No,No,No
2023/11/9,GG-14650,61,Male,Shorts,Clothing,86,Jiangsu,M,Cyan,Fall,2.9,No,No,No
2023/5/3,GG-14650,31,Male,Shoes,Footwear,99,Chongqing,M,Green,Spring,4,No,No,No
2023/6/9,GG-14650,27,Male,Sneakers,Footwear,40,Henan,M,Blue,Summer,2.9,No,No,No
2023/2/2,GG-14650,64,Male,Sneakers,Footwear,92,Jiangsu,M,Olive,Winter,4.7,No,No,No
2023/2/10,GG-14650,60,Male,Pants,Clothing,21,Sichuan,XL,Beige,Winter,3.1,No,No,No
2023/5/24,ZC-21910,70,Male,Jewelry,Accessories,81,Tianjin,XL,Black,Spring,3.9,No,No,No
2023/10/15,ZC-21910,36,Male,T-shirt,Clothing,82,Guizhou,M,Indigo,Fall,3.4,No,No,No
2023/1/9,CC-12610,56,Male,Jewelry,Accessories,88,Beijing,XL,Red,Winter,3.1,No,No,No
2023/2/14,KA-16525,69,Male,Jacket,Outerwear,100,Yunnan,S,Yellow,Winter,4.8,No,No,No
2023/2/23,TC-20980,39,Male,Backpack,Accessories,66,Guangdong,M,Beige,Winter,3.9,No,No,No
2023/7/17,DB-13270,38,Male,Belt,Accessories,25,Xinjiang,S,Green,Summer,3.5,No,No,No
2023/7/18,DB-13270,36,Male,Scarf,Accessories,53,Hebei,M,White,Summer,3.1,No,No,No
2023/1/30,TR-21325,46,Male,Sweater,Clothing,28,Guangdong,S,Turquoise,Winter,4.7,No,No,No
2023/7/29,BF-11080,59,Male,Gloves,Accessories,23,Tianjin,S,Indigo,Summer,4.6,No,No,No
2023/10/5,BF-11080,64,Male,Scarf,Accessories,34,Shanghai,L,Orange,Fall,3.3,No,No,No
2023/12/11,BF-11080,49,Male,Dress,Clothing,42,Guizhou,M,Blue,Winter,3.2,No,No,No
2023/2/17,MS-17365,32,Male,Jeans,Clothing,24,Hebei,L,Violet,Winter,3.1,No,No,No
2023/9/14,MS-17365,29,Male,Sunglasses,Accessories,47,Heilongjiang,S,Gray,Fall,3.5,No,No,No
2023/10/2,MS-17365,24,Male,Coat,Outerwear,78,Jiangsu,S,Cyan,Fall,4.3,No,No,No
2023/5/4,CK-12595,41,Male,Jeans,Clothing,89,Shanghai,M,Yellow,Spring,2.9,No,No,No
2023/7/21,ED-13885,41,Male,Scarf,Accessories,59,Guizhou,L,Orange,Summer,2.7,No,No,No
2023/7/12,IM-15070,32,Male,Blouse,Clothing,94,Jilin,S,Brown,Summer,4,No,No,No
2023/2/13,IM-15070,69,Male,Jeans,Clothing,49,Tianjin,M,Teal,Winter,4.6,No,No,No
2023/7/15,IM-15070,65,Male,Dress,Clothing,89,Shandong,L,Beige,Summer,4.7,No,No,No
2023/1/16,IM-15070,54,Male,Hat,Accessories,91,Shaanxi,M,Blue,Winter,4.7,No,No,No
2023/9/29,IM-15070,39,Male,Sandals,Footwear,89,Qinghai,L,Orange,Fall,4,No,No,No
2023/5/5,MY-17380,37,Male,Jacket,Outerwear,57,Shanxi,L,Gold,Spring,3.6,No,No,No
2023/5/13,MM-17260,51,Male,Socks,Clothing,71,Shanghai,S,Teal,Spring,3.4,No,No,No
2023/1/18,MM-17260,26,Male,Jeans,Clothing,97,Anhui,XL,Beige,Winter,3,No,No,No
2023/10/9,MP-17470,42,Male,Sandals,Footwear,45,Zhejiang,M,Silver,Fall,2.6,No,No,No
2023/10/3,AW-10840,21,Male,Dress,Clothing,91,Fujian,M,Maroon,Fall,4.2,No,No,No
2023/3/13,SF-20065,53,Male,Socks,Clothing,25,Sichuan,M,Indigo,Spring,3.4,No,No,No
2023/9/5,SN-20710,36,Male,Hoodie,Clothing,63,Sichuan,M,Gray,Fall,4,No,No,No
2023/12/9,SN-20710,21,Male,Dress,Clothing,52,Jilin,L,Blue,Winter,4.7,No,No,No
2023/5/22,SN-20710,33,Male,Sneakers,Footwear,43,Jiangsu,S,Cyan,Spring,3.9,No,No,No
2023/7/3,RD-19900,49,Male,T-shirt,Clothing,28,Beijing,M,White,Summer,3.3,No,No,No
2023/3/2,RD-19900,31,Male,T-shirt,Clothing,78,Chongqing,L,Green,Spring,2.9,No,No,No
2023/5/9,KT-16480,68,Male,Sweater,Clothing,31,Jiangsu,M,Silver,Spring,4.4,No,No,No
2023/1/20,KT-16480,49,Male,Shirt,Clothing,23,Liaoning,M,Blue,Winter,3.6,No,No,No
2023/4/11,AH-10120,23,Male,Hat,Accessories,25,Shanxi,M,Brown,Spring,4.5,No,No,No
2023/7/25,BM-11650,30,Male,Pants,Clothing,86,Zhejiang,S,Red,Summer,3.7,No,No,No
2023/2/17,BM-11650,53,Male,Shoes,Footwear,88,Sichuan,M,Gold,Winter,2.8,No,No,No
2023/9/13,BW-11200,65,Male,Gloves,Accessories,35,Sichuan,M,Silver,Fall,4.5,No,No,No
2023/4/27,HG-14965,60,Male,Jewelry,Accessories,34,Shanghai,M,Gray,Spring,4.4,No,No,No
2023/6/10,SG-20080,46,Male,Pants,Clothing,75,Anhui,M,Black,Summer,3.3,No,No,No
2023/11/25,SG-20080,54,Male,Hoodie,Clothing,46,Sichuan,XL,Beige,Fall,4.2,No,No,No
2023/7/23,SG-20080,59,Male,Jewelry,Accessories,31,Zhejiang,L,Peach,Summer,2.7,No,No,No
2023/3/30,SG-20080,52,Male,Socks,Clothing,93,Beijing,L,Cyan,Spring,3.9,No,No,No
2023/4/14,SG-20080,41,Male,Sunglasses,Accessories,85,Shandong,XL,Pink,Spring,2.6,No,No,No
2023/12/18,SG-20080,43,Male,Belt,Accessories,68,Hebei,M,Lavender,Winter,4.5,No,No,No
2023/7/19,SG-20080,63,Male,Dress,Clothing,40,Shanghai,M,Brown,Summer,2.7,No,No,No
2023/11/5,SG-20080,37,Male,Shirt,Clothing,51,Anhui,M,Magenta,Fall,2.9,No,No,No
2023/9/14,SG-20080,44,Male,Scarf,Accessories,85,Zhejiang,M,Violet,Fall,3.4,No,No,No
2023/9/10,RK-19300,67,Male,Jacket,Outerwear,23,Jiangsu,M,Teal,Fall,2.9,No,No,No
2023/10/13,SW-20245,27,Male,Dress,Clothing,28,Jiangsu,L,Brown,Fall,3.8,No,No,No
2023/10/5,RW-19630,60,Male,Socks,Clothing,44,Hunan,M,Olive,Fall,4.2,No,No,No
2023/4/19,RW-19630,58,Male,Jewelry,Accessories,57,Henan,M,Indigo,Spring,3.5,No,No,No
2023/3/2,TS-21085,53,Male,Scarf,Accessories,98,Guangdong,S,Red,Spring,3.1,No,No,No
2023/2/15,JB-15400,43,Male,Backpack,Accessories,68,Hubei,M,Olive,Winter,3.5,No,No,No
2023/6/11,EH-14005,32,Male,Jacket,Outerwear,36,Chongqing,L,Teal,Summer,4,No,No,No
2023/9/16,EH-14005,54,Male,Coat,Outerwear,71,Liaoning,L,Cyan,Fall,3.7,No,No,No
2023/12/22,EH-14005,47,Male,Skirt,Clothing,60,Anhui,M,Teal,Winter,4.2,No,No,No
2023/9/14,EH-14005,57,Male,Coat,Outerwear,87,Hunan,M,Beige,Fall,4.8,No,No,No
2023/10/6,BS-11665,63,Male,Shoes,Footwear,38,Chongqing,XL,Magenta,Fall,4.1,No,No,No
2023/9/10,JK-16120,70,Male,Boots,Footwear,45,Jiangxi,M,Indigo,Fall,4.5,No,No,No
2023/6/12,JK-16120,62,Male,Coat,Outerwear,47,Sichuan,L,Cyan,Summer,2.7,No,No,No
2023/5/27,RF-19345,40,Male,Skirt,Clothing,57,InnerMongolia,L,Orange,Spring,2.8,No,No,No
2023/3/5,RF-19345,25,Male,Backpack,Accessories,68,Gansu,L,Violet,Spring,3.7,No,No,No
2023/2/6,RF-19345,19,Male,Shorts,Clothing,52,Guangdong,M,Red,Winter,3.6,No,No,No
2023/4/28,DL-12865,25,Male,Skirt,Clothing,87,Beijing,M,Magenta,Spring,4.7,No,No,No
2023/2/24,WB-21850,21,Male,Hat,Accessories,34,Beijing,M,Olive,Winter,3.8,No,No,No
2023/4/14,WB-21850,55,Male,Sandals,Footwear,41,Jiangsu,XL,Maroon,Spring,2.9,No,No,No
2023/11/5,WB-21850,34,Male,Sunglasses,Accessories,94,Shanxi,S,Yellow,Fall,4.6,No,No,No
2023/9/14,TB-21625,47,Male,Sunglasses,Accessories,93,Hunan,M,Red,Fall,2.8,No,No,No
2023/2/22,TB-21625,27,Male,Socks,Clothing,51,Shandong,XL,Purple,Winter,4.6,No,No,No
2023/11/23,CB-12415,67,Male,Sweater,Clothing,42,Shanghai,M,Teal,Fall,2.8,No,No,No
2023/7/22,GT-14635,40,Male,Boots,Footwear,95,Beijing,M,Red,Summer,3,No,No,No
2023/12/20,GT-14635,53,Male,Handbag,Accessories,90,Hainan,M,Brown,Winter,3.7,No,No,No
2023/9/22,GT-14635,24,Male,Dress,Clothing,98,Shanghai,M,Peach,Fall,4.1,No,No,No
2023/7/2,DK-13225,47,Male,Hat,Accessories,39,Gansu,M,Maroon,Summer,4.3,No,No,No
2023/1/25,DK-13225,53,Male,Sandals,Footwear,66,Guangdong,L,Red,Winter,3.8,No,No,No
2023/7/5,DK-13225,47,Male,Shoes,Footwear,23,Hunan,L,Orange,Summer,3.7,No,No,No
2023/2/17,TS-21160,38,Male,Skirt,Clothing,73,Sichuan,S,White,Winter,4.8,No,No,No
2023/2/19,TS-21160,48,Male,Sunglasses,Accessories,23,Shanghai,XL,White,Winter,4.6,No,No,No
2023/8/21,TS-21160,47,Male,Skirt,Clothing,43,Shaanxi,S,Charcoal,Summer,4.8,No,No,No
2023/5/12,WB-21850,19,Male,T-shirt,Clothing,45,Fujian,XL,Turquoise,Spring,4.6,No,No,No
2023/9/15,DO-13435,38,Male,Sandals,Footwear,21,Heilongjiang,L,Orange,Fall,4,No,No,No
2023/12/12,AF-10870,57,Male,Shirt,Clothing,40,Hebei,M,Orange,Winter,2.6,No,No,No
2023/2/4,RB-19435,70,Male,Jeans,Clothing,58,Shanghai,L,Brown,Winter,2.6,No,No,No
2023/7/2,AR-10540,38,Male,Shorts,Clothing,48,Jiangsu,L,Magenta,Summer,4.5,No,No,No
2023/3/19,DR-12880,35,Male,Shirt,Clothing,94,Shanxi,M,Violet,Spring,4.2,No,No,No
2023/5/16,BF-11170,46,Male,Scarf,Accessories,74,Guizhou,M,Violet,Spring,3.4,No,No,No
2023/8/1,LB-16735,32,Male,Handbag,Accessories,51,Shandong,L,Yellow,Summer,3.7,No,No,No
2023/3/11,DV-13465,38,Male,Skirt,Clothing,83,Shanxi,M,Maroon,Spring,3.6,No,No,No
2023/1/14,DV-13465,41,Male,Handbag,Accessories,68,Guangdong,L,Turquoise,Winter,4,No,No,No
2023/2/18,NK-18490,19,Male,Gloves,Accessories,84,Hebei,XL,Olive,Winter,4.6,No,No,No
2023/9/25,CS-11950,18,Male,Shirt,Clothing,58,Guizhou,M,Peach,Fall,3,No,No,No
2023/10/1,LH-17155,45,Male,Blouse,Clothing,92,Chongqing,L,Charcoal,Fall,3.3,No,No,No
2023/10/29,DW-13480,23,Male,Dress,Clothing,69,Fujian,S,Peach,Fall,3.8,No,No,No
2023/12/13,KF-16285,60,Male,Shorts,Clothing,48,Sichuan,S,Black,Winter,2.7,No,No,No
2023/9/22,HA-14920,52,Male,Shoes,Footwear,60,Yunnan,L,Gray,Fall,4.5,No,No,No
2023/9/21,HA-14920,42,Male,Sandals,Footwear,20,Liaoning,S,Olive,Fall,4.8,No,No,No
2023/9/3,HA-14920,29,Male,Pants,Clothing,55,Shanghai,M,Turquoise,Fall,4.2,No,No,No
2023/5/3,HA-14920,31,Male,Jacket,Outerwear,88,Guangdong,S,Purple,Spring,3.5,No,No,No
2023/5/20,HA-14920,30,Male,Skirt,Clothing,48,Zhejiang,L,Green,Spring,4.9,No,No,No
2023/7/13,JH-15820,23,Male,Handbag,Accessories,74,Guangdong,M,Beige,Summer,4.1,No,No,No
2023/2/17,JH-15820,31,Male,Coat,Outerwear,42,Beijing,M,Brown,Winter,2.9,No,No,No
2023/7/1,JH-15820,40,Male,Sweater,Clothing,32,Hainan,M,Turquoise,Summer,4,No,No,No
2023/5/28,LC-16930,39,Male,Shorts,Clothing,98,Jiangxi,M,Yellow,Spring,4.6,No,No,No
2023/11/15,IL-15100,28,Male,Skirt,Clothing,89,Anhui,S,Lavender,Fall,2.8,No,No,No
2023/12/1,LS-16975,23,Male,Gloves,Accessories,97,Zhejiang,S,Cyan,Winter,5,No,No,No
2023/5/4,CC-12610,42,Male,Backpack,Accessories,49,Hebei,S,Olive,Spring,2.9,No,No,No
2023/4/14,PB-18805,68,Male,Dress,Clothing,50,Henan,M,Silver,Spring,3.3,No,No,No
